"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida"
"«Casi 300 personas ya reservaron vuelos al espacio, entre ellos dos argentinos». Clarín.com. Buenos Aires: clarin.com, 2009-04-21.";;"Clarín.com";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Argentina";"Río de la Plata";;;"A pesar de la crisis mundial, esperan llegar a 500 antes de 2011. Pero nadie sabe cuándo va a viajar. ""El que más paga tiene más chances de viajar primero"", advierten en la agencia de viajes que comercializa los pasajes en Argentina. Y aclaran: ""El depósito se puede devolver en cualquier momento"". Al principio, se estima que despegará un vuelo por semana. Y en poco tiempo habrá dos por día.";"no"
"Bermúdez, Ismael: «Pulseada millonaria por obras sociales». Clarín.com. Buenos Aires: clarin.com, 2009-04-21.";"Bermúdez, Ismael";"Clarín.com";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Argentina";"Río de la Plata";;;"Autónomos y monotributistas: la cuota de salud es una suma fija de $ 46,75 por mes. Eso, según la CGT, rompe el criterio de ""solidaridad"" del sistema por el que los que más ganan, pagan más para financiar la salud de los sectores de menores ingresos.";"no"
"Lagares, Daniel: «Darían Viagra al plantel de Gremio para jugar en la altura». Clarín.com. Buenos Aires: clarin.com, 2009-01-14.";"Lagares, Daniel";"Clarín.com";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"Argentina";"Río de la Plata";;;"probarlo. Y después con otros 10 y después con placebos. Y luego, ver si eso no es dóping"". Fabio Cruz es el médico de la Selección de Colombia. Enterado de la idea de Endres, dijo a radio Caracol que ""el viagra es un vaso dilatador y como tal permite la entrada de más oxigeno, de más sangre a los tejidos pero quedaría como una sustancia dopaje"".";"no"
"«Denuncian irregularidades en las elecciones presidenciales de Irán». Clarín.com. Buenos Aires: clarin.com, 2009-06-21.";;"Clarín.com";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Argentina";"Río de la Plata";;;"El resultado electoral desató protestas masivas, en las que murieron diez personas por el duro accionar de la policía y las milicias Basij, cercanas al gobierno. Cientos más resultaron heridas y hubo más de 450 detenidos.";"no"
"Barquet, Paula: «El fin del sosiego». El Pais. Montevideo: elpais.com.uy, 2009-02-07.";"Barquet, Paula";"El Pais";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Uruguay";"Río de la Plata";;;"CAMBIAR LOS HÁBITOS. La ciudad de las puertas abiertas, las bicicletas sueltas y los vecinos conocidos, cambió. O está cambiando. Rocha parece estar en esa transición, en la que algunos habitantes se adaptan pero una gran cantidad no termina de acostumbrarse. A los que les cuesta más es a los más viejitos, que vivieron toda su vida tranquilos de que nadie abusaría de su confianza y hoy se encuentran en una situación completamente nueva.";"no"
"Salgado Andrade, Adán: «Los deficientes servicios públicos mexicanos de salud». La Tribuna Hispana USA. Nueva York: tribunahispanausa.com, 2009-04-08.";"Salgado Andrade, Adán";"La Tribuna Hispana USA";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"Estados Unidos";"Estados Unidos";;"Periodicidad: semanal";"Lo que yo veía es que, por parte de las enfermeras que, como te dije, son las empleadas que más hay, la mitad más o menos de todos los trabajadores, sobre todo las que tienen base, muchas son muy hurañas y deshumanizadas para tratar a los pacientes, sí, como que ya hacen todo mecánicamente, sin muchas ganas. Cuenta Leticia que varias de ellas, con tal de aumentar sus ingresos -considerados insuficientes para";"no"
"Salgado Andrade, Adán: «Los deficientes servicios públicos mexicanos de salud». La Tribuna Hispana USA. Nueva York: tribunahispanausa.com, 2009-04-08.";"Salgado Andrade, Adán";"La Tribuna Hispana USA";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"Estados Unidos";"Estados Unidos";;"Periodicidad: semanal";"Los pacientes que más fallecen son mujeres de más de 35 años, que llegan con cáncer de mama muy avanzado o con cáncer cérvico-uterino. Y también llegan muchos niños con leucemia. Casi todas las salas están ocupadas por gente mayor y una cuantas son para jóvenes o niños. Pero muy seguido no se puede ingresar a un paciente por falta";"no"
"Del Val Blanco, Enrique: «¿Por qué mienten?». El Universal.com.mx. México D. F.: eluniversal.com.mx, 2009-09-15.";"Del Val Blanco, Enrique";"El Universal.com.mx";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"México";"México y Centroamérica";;;"Argumentan que el impuesto del 2% afectará más a los que más tienen, porque consumen más, pero no dicen que la mayoría de artículos que consumen los pobres son sin IVA. Además, no es lo mismo pagar 2% cuando se tiene un ingreso superior a 100 mil pesos al mes que cuando se trata de máximo 2 mil pesos y 70% se destina a la compra de";"no"
"«Hillary revela cara maternal y divertida en Vogue». El Universal.com.mx. México D. F.: eluniversal.com.mx, 2009-11-20.";;"El Universal.com.mx";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"México";"México y Centroamérica";;;"Pero lo que aparentemente más aprecian o más sorprende de ella es su imagen ""maternal"". Es una mujer que mima a los periodistas que la acompañan, se preocupa por ellos y los cuida cuando se ponen enfermos.";"no"
"Castillo, Demetrio: «El mercado del carbono (1)». El Nacional. Santo Domingo: elnacional.com.do, 2009-01-14.";"Castillo, Demetrio";"El Nacional";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"República Dominicana";"Antillas";;;"En otras palabras, el que más contamina es el más premiado al recibir gratis bonos o permisos para seguir contaminando más allá de los límites establecidos por los acuerdos de Kyoto. Los gobiernos a su vez entregan estos permisos a las industrias más contaminantes de sus países"". Ecoportal 2008. Pero nos preguntamos están contemplados esos aspectos en las discusiones actuales de";"no"
"«El peso de las bolsas climáticas». Capital.cl. Santiago de Chile: capital.cl, 2009-11-10.";;"Capital.cl";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Chile";"Chilena";"Noticia";"Periodicidad: quincenal";"Reducir emisiones parece ser la misión de las empresas en el siglo 21; tanto, que cada vez más son más las bolsas climáticas que entran en operaciones. De hecho, Celfin y Fundación Chile lanzaron recientemente una iniciativa similar en el país. En Capital quisimos saber dónde y cómo operan estas entidades y no fueron pocas las sorpresas que encontramos.";"no"
"Soto, Marcelo: «Tres damas muy serias». Capital.cl. Santiago de Chile: capital.cl, 2009-08-21.";"Soto, Marcelo";"Capital.cl";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Chile";"Chilena";;"Periodicidad: quincenal";"Si Munro es el final del camino y Fox el piso que se derrumba antes de llegar, Amy Hempel son los recortes del mosaico, esos fragmentos sin los cuales es imposible armar el conjunto. Leerla es como zambullirse en mar abierto. Mientras más profundo nadamos, más anhelamos sobrevivir. Y más lejana se aprecia la superficie.";"no"
"Vial, Nicolás: «Verde: un buen negocio. Se viene el volante amigable». Capital.cl. Santiago de Chile: capital.cl, 2009-04-17.";"Vial, Nicolás";"Capital.cl";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Chile";"Chilena";;"Periodicidad: quincenal";"Toyota. Ambos se han preocupado de crear conciencia sobre las bondades de estas alternativas de transporte, debido a su baja emisión de contaminantes y a poco gasto de combustible. Dos son los modelos más cotizados: el Honda Civic Hybrid y el Toyota Insigth, que en el mercado de los autos verdes compiten por los títulos de más vendido y más querido.";"no"
"«Crisis y desempleo elevan niveles de la mora bancaria». La Prensa.hn. San Pedro Sula: laprensa.hn, 2009-03-22.";;"La Prensa.hn";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Honduras";"México y Centroamérica";"Noticia";;"En el caso de Finsol, el índice de mora pasó del 5 al 7% en los primeros dos meses del año. ""El incremento de la mora se ha debido a que mucha gente se quedó sin empleo, por lo que han perdido capacidad de pago, y ése es el factor que más ha influido para que haya más mora"", explica José Abelardo Zerón, gerente regional de Cooperativa Elga.";"no"
"«Zapatero afirma en Murcia que cada parado es ""su responsabilidad""». ABC.es. Madrid: abc.es, 2009-05-23.";;"ABC.es";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"España";;;;"el salario mínimo interprofesional, extendiendo la dependencia, aumentando las becas para los jóvenes y dando más facilidades a la ayuda de la vivienda"". ""Sólo faltaría, añadió, que la octava potencia económica del mundo, que es España, tuviera que bajar las pensiones a la gente, antes de que los que más tengan contribuyan más al conjunto"", al tiempo que aseguró que las pensiones mínimas ""van a subir"".";"no"
"«We are hunted clasifica la música más escuchada en la Red». El País.com. Ciberpaís. Madrid: elpais.com/ciberpais, 2009-04-23.";;"El País.com. Ciberpaís";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;;;"A diferencia del clásico Billboard que publica los más vendidos y luego los más descargados, We Are Hunted publica lo que dice que es lo más escuchado en Internet; por tanto, la influencia de los países con más internautas es casi total en la lista.";"no"
"Sánchez, Pep: «PSPgo más cara, pero más ligera». El País.com. Ciberpaís. Madrid: elpais.com/ciberpais, 2009-09-03.";"Sánchez, Pep";"El País.com. Ciberpaís";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;;;"La parte mecánica que más pesaba y más abultaba, el lector de discos en formato UMD, también ha sido eliminada y sustituida por una generosa memoria interna de 16 GB. Suficiente para ir bien cargados de todo tipo de entretenimiento, desde música a películas, pasando por videojuegos, que en cuanto se lance la consola aparecerán simultáneamente en disco y en";"no"
"Lagoa, Miriam: «Imparable fuga de audiencia televisiva a Internet». El País.com. Madrid: elpaís.com, 2009-08-28.";"Lagoa, Miriam";"El País.com";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"España";;;;"Según el informe de Big Champagne, recogido por la edición digital de la BBC, las descargas se han duplicado durante el último año y la tendencia es a que se siga incrementando en los próximos años. En el caso de las series más demandadas, los picos más altos de descargas se producen en las horas posteriores a la emisión en su país de origen, en este caso Estados Unidos, cuando se llegan a producir más de 300.000 de peticiones.";"no"
"Montes-Fernández, Jesús María: «Custo Dalmau: ""Es necesario que vengan más españoles a desfilar a Nueva York""». El Mundo.es. Madrid: elmundo.es, 2009-02-18.";"Montes-Fernández, Jesús María";"El Mundo.es";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"España";;;;"Luchador infatigable, aventurero empedernido, observador de la vida, alquimista de tejidos, texturas y colores. Todo esto y mucho más es Angel Custodio Dalmau, internacionalmente para todos, Custo Barcelona, nuestro diseñador más emblemático en estos momentos, tanto dentro como fuera de nuestro país. Los argumentos así lo avalan: es el que más vende, más tiendas abre y más tirón mediático arrastra. Antes de mostrar su desfile recibe en primicia a Yodona.com para revelarnos sus inquietudes.";"no"
"Sánchez-Ocaña, Ramón: «Cuando la falta de sueño se convierte en una pesadilla». Levante-emv.com. Valencia: levante-emv.com, 2009-01-13.";"Sánchez-Ocaña, Ramón";"Levante-emv.com";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"España";;;;"que no permiten un descanso real); la hipersomnia (al no dormir bien por la noche, el día se pasa sufriendo un sueño insoportable); o el sonambulismo (andar dormido, ser una cabeza dormida con un cuerpo despierto). Pero de todas ellas el insomnio es la mas frecuente, la que mas preocupa y la que mas repercute en nuestro entorno social y laboral.";"no"
"«Holder, primer afroamericano al frente de Justicia». Levante-emv.com. Valencia: levante-emv.com, 2009-02-03.";;"Levante-emv.com";2009;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"España";;;;"No tengo ningún deseo de repetir las múltiples formas en que la Administración Bush politizó y degradó la misión histórica del Departamento de Justicia... me interesa más mirar hacia un futuro más esperanzados, y con Barack Obama en la Casa Blanca y Eric Holder en el Departamento de Justicia, ese futuro más prometedor comienza ahora, afirmó Reid.";"no"
"Villanueva, Julián: «Women take over». El blog de Julian Villanueva. www.julianvillanueva.com: julianvillanueva.com, 2010-09-20.";"Villanueva, Julián";"El blog de Julian Villanueva";2010;"Fecha de escritura";"No ficción";"Escrito";" ";"Política, economía y justicia";"España";;"Blog";;"Por tanto, con un nuevo modelo de masculinidad o sin él, tendremos más y más mujeres preparadas. Más empleadas, más directivas, y con mayor renta... al menos en relación al hombre.";"no"
"Racionero, Luis: «Las Tres Gracias de Maragall». Desde el nirvana. www.republica.com/desde-el-nirvana/: republica.com/desde-el-nirvana/, 2010-07-04.";"Racionero, Luis";"Desde el nirvana";2010;"Fecha de escritura";"No ficción";"Escrito";" ";"Política, economía y justicia";"España";;"Blog";;"Aunque había perdido las elecciones y Más fue el más votado, Maragall movió Roma con Santiago para que los comunistas y los separatistas, a quienes el pueblo había votado muy poco, le ayudaran a ser Presidente de la Generalitat. Quería ese caramelo y ya se sabe que los nietos de poeta son caprichosos y consentidos. El segundo legado de Maragall ha sido";"no"
"González Urbaneja, Fernando: «¿Alguien reconocerá algún error?». La bolsa o la vida. www.republica.com/la-bolsa-o-la-vida/: republica.com/la-bolsa-o-la-vida/, 2010-12-27.";"González Urbaneja, Fernando";"La bolsa o la vida";2010;"Fecha de escritura";"No ficción";"Escrito";" ";"Política, economía y justicia";"España";;"Blog";;"diga, ""lo siento, lo hicimos mal, nos equivocamos en esto y aquello"". Quedaría como los ángeles, se aprende de los fracasos, se aprende cuando se analiza el camino recorrido y se detectan los errores. Los grandes deportistas, los Alonso, Nadal, Xavi, Cristiano... suelen ser los que más entrenan, los que más ensayan, los que se dan cuenta de los errores y les rectifican y corrigen.";"no"
"Casares, Doris: «De ruta con el whisky por Irlanda». Aguilar, Manuel; Campo, Diana [ed.]: 3 viajes. www.3viajes.com: 3viajes.com, 2010-10-20.";"Aguilar, Manuel; Campo, Diana [ed.]";"3 viajes";2010;"Fecha de escritura";"No ficción";"Escrito";" ";"Actualidad, ocio y vida cotidiana";"España";;"Blog";;"como Francia, Alemania o Rusia son hoy unos de los principales consumidores de esta bebida en Europa, y su fama llega ya incluso hasta nuevos mercados por explotar como Australia y Nueva Zelanda. Los irlandeses, gracias a su afable carácter y perenne sonrisa, son hoy los mejores embajadores de este producto que, a día de hoy, cada vez más está ganando más seguidores no sólo entre los entendidos sino también entre un público joven, dinámico y ávido de nuevas experiencias.";"no"
"Sol, Gonzalo: «¡Feliz Navidad con Carta Nevada y Shakira!». El Blog de Gonzalo Sol. www.blogs.periodistadigital.com/gonzalosol.php: blogs.periodistadigital.com/gonzalosol.php, 2010-12-07.";"Sol, Gonzalo";"El Blog de Gonzalo Sol";2010;"Fecha de escritura";"No ficción";"Escrito";" ";"Actualidad, ocio y vida cotidiana";"España";;"Blog";;"Nevada es de gran interés para quienes han de brindar a un menor coste que pueda permitirles el gasto de llevar también a la fiesta un poco de jamón Ibérico, por ejemplo, salmón ahumado y unos buenos langostinos congelados. Tal es la razón de que el Carta Nevada –y el Cordón Negro– sean los cavas más vendidos en los más de 140 países de los cinco Continentes en los que Freixenet tiene presencia comercial. Su porvenir parece poder mejorar pues gracias a La Crisis, ya está empezando a desaparecer esa actitud, casi norma, de espíritu consumista –relojes de 75.000 €, zapatos de 4.000, bolsos de 18.000–,... basada";"no"
"López, Andrés; Ferrand, Juan Camilo: Las muñecas de los narcos. Madrid: Aguilar, 2010.";"López, Andrés; Ferrand, Juan Camilo";"Las muñecas de los narcos";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"la sala de espera de un hospital, comiéndose las uñas, nervioso. Brenda salió con una sonrisa de Mona Lisa en el rostro. No sabía si estar feliz. Tanto la prueba barata como la costosa resultaron positivas. ""él empezó como a sudar frío. Es que tenía una hija de 24 años, nunca más tuvo más hijos. Además, con los problemas que tenía como que era difícil"".";"no"
"Martínez Escallón, Margarita: «Espionaje, presiones e intimidaciones al relato periodístico». Rincón, Omar [ed.]: ¿Por qué nos odian tanto? Estado y medios de comunicación en América Latina. Bogotá: Centro de Competencia en Comunicación para América Latina, Friedrich Ebert Stiftung, 2010.";"Rincón, Omar [ed.]";"¿Por qué nos odian tanto? Estado y medios de comunicación en América Latina";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"Colombia";"Caribe continental";;;"Uno de los problemas que enfrenta el Internet para competir con los otros medios es la pauta. En Colombia las empresas le entregan el dinero para publicidad a una central de medios que los asigna y cobra por eso una comisión. La televisión, que tiene la pauta más cara, es donde más anuncian, para ganar más.";"no"
"Anaya Treviño, Arturo: Ángel caído: Sephyro. El canto segundo. México D. F.: Santillana Ediciones Generales, 2010.";"Anaya Treviño, Arturo";"Ángel caído: Sephyro. El canto segundo";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"-Se ve que eres de los míos. Siempre que estés a mi lado podrás alimentarte debidamente. ""Nunca más tendrás hambre, nunca más tendrás frío, nunca más tendrás sed."" El hambre es el peor de los castigos, peor que la cárcel, que el garrote, que la hoguera... pero, a todo esto, ¿cómo te llamas? -mientras le preguntaba sorbió ruidosamente un cucharón de avena.";"no"
"Anaya Treviño, Arturo: Ángel caído: Sephyro. El canto segundo. México D. F.: Santillana Ediciones Generales, 2010.";"Anaya Treviño, Arturo";"Ángel caído: Sephyro. El canto segundo";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"-Se ve que eres de los míos. Siempre que estés a mi lado podrás alimentarte debidamente. ""Nunca más tendrás hambre, nunca más tendrás frío, nunca más tendrás sed."" El hambre es el peor de los castigos, peor que la cárcel, que el garrote, que la hoguera... pero, a todo esto, ¿cómo te llamas? -mientras le preguntaba sorbió ruidosamente un cucharón de avena.";"no"
"Trueba Lara, José Luis: La derrota de Dios. México D. F.: Suma de letras, 2010.";"Trueba Lara, José Luis";"La derrota de Dios";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"-En estos momentos no lo sé, quizá valdría más rendirse a provocar más muertes -dijo Pelagio con ánimo de poner un alto a la carnicería.";"no"
"Domínguez, Bernardo: Entender la crisis. México D. F.: Jus, 2010.";"Domínguez, Bernardo";"Entender la crisis";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Política, economía y justicia";"México";"México y Centroamérica";"Divulgación";;"gana, sino que deben anularse cualesquiera privilegios que impidan a alguien dedicarse a ciertos negocios y participar en ciertos mercados. Libre competencia quiere decir que nadie tiene derecho a impedirle a alguien que trate de vender algo. Significa que la única razón para que alguien tenga que abandonar determinada actividad económica es que alguien más venda lo mismo pero más barato, o algo mejor al mismo precio.";"no"
"Sasturain, Juan: La patria transpirada. Argentina en los Mundiales 1930-2010. Buenos Aires: Editorial Sudamericana, 2010.";"Sasturain, Juan";"La patria transpirada. Argentina en los Mundiales 1930-2010";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"Argentina";"Río de la Plata";;;"y no para de celebrar ya en los veredones, a la salida del estadio con pinta de plato volador recién estacionado. No es el que más grita, sin duda. Es imposible saber cuál grita más pero -me sorprendo con ese pensamiento- hay uno, tiene que haberlo, que sea el que más grita, el de más alto volumen. Uno y sólo uno entre todos. Sin embargo, entre esos todos hay muchos parecidos. Los holandeses en general son parecidos, pienso con un poco de vergüenza por mis sensaciones ancladas en un alevoso y caliente resentimiento. Parecen clonados.";"no"
"Sasturain, Juan: La patria transpirada. Argentina en los Mundiales 1930-2010. Buenos Aires: Editorial Sudamericana, 2010.";"Sasturain, Juan";"La patria transpirada. Argentina en los Mundiales 1930-2010";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"Argentina";"Río de la Plata";;;"...- daba la sensación de que los empujados por los cabeza de queso no se guardaban nada. Los nuestros, sí. O, mejor: habían escondido tan bien lo que sin duda tenían guardado que cuando fueron a buscarlo, no lo encontraron, acaso ya no estaba. Esos minutos clave que tuvimos uno más fueron lo más sintomático de nuestro desconcierto: había que ir y teníamos miedo. Tanto, que nos saboteamos; así funciona la cabeza argentina: rápidamente el Burrito se regaló y, sobre el pucho y como siempre, para que el paranoico nacional consiga tener histórica razón, vamos un poquito y, en el único pelotazo";"no"
"Fadanelli, Guillermo: Hotel DF. Barcelona: Mondadori, 2011.";"Fadanelli, Guillermo";"Hotel DF";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"l capitán que saborea su puro recargado en la baranda de una embarcación en medio del mar. De pie, en esa proa herrumbrosa, divisa el horizonte y se imagina el paisaje abierto más allá de la curvatura de las aguas: nada, vacío y negro como un culo de animal muerto. ""¿Qué más puede haber en el más allá?"" ""Las mismas pendejadas."" La Señora viaja en una embarcación de concreto a la que varias cuadras a la redonda sirven de casco, una barca encallada en el centro de Tepito y gobernada por leyes tan precisas que harían sentirse orgullosos a los científicos más pedantes: un polen azaroso";"no"
"Saballos, Ángela: «Las gafas oscuras de la amante más amada». El triángulo de la Chela. Relatos de amores y de muertes. Managua: Centro Nicaragüense de Escritores, 2010.";"Saballos, Ángela";"El triángulo de la Chela. Relatos de amores y de muertes";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"Nicaragua";"México y Centroamérica";"Ficción";"Fecha de escritura: 2002";"Vamos a ver cuál será la de las gafas oscuras, mi más amada, la que más me llore cuando me muera, decía al recordar a sus amantes, y cada una en su turno, quiso ser ella, la de las gafas oscuras. Entonces, yo también quise serlo, porque él hizo que aflorara en mí la capacidad de ver, de sentir la";"no"
"Torre, Wilbert: Todo por una manzana, ocho artistas mexicanos que se comieron Nueva York. México D. F.: Jus, 2010.";"Torre, Wilbert";"Todo por una manzana, ocho artistas mexicanos que se comieron Nueva York";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Artes, cultura y espectáculos";"México";"México y Centroamérica";"Divulgación";;": su madre fue bailarina, la abuela poetisa y uno de sus tíos trovador, productor y mánager. Es reservado y no es un tipo de muchas palabras. Aquella mañana escuchaba la conversación en silencio. Ella suele decir que él es la columna que sostiene su vida y su carrera, la persona con la que más habla, la que más escucha y la que siempre está presente para opinar cuando debe encarar el estreno de una obra, un contrato o un nuevo personaje.";"no"
"Escudos, Jacinta: «Relato judicial». Crónicas para sentimentales. Guatemala: FyG Editores, 2010.";"Escudos, Jacinta";"Crónicas para sentimentales";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"El Salvador";"México y Centroamérica";"Ficción";;"en voz bien alta, para que ella lo escuche, y espera ansioso que ella se acerque, está tan lejos, demasiado, pero la mira escribir en su libreta amarilla / camisa rayada, escribe ella para efectos de edición / y al terminar de escribir, cosa que hace despacio porque ya no sabe qué más preguntarle, qué más hacer con él, lo mira de nuevo y nada más se sostienen la mirada, esperando ninguno sabe qué, mirada interrumpida por los policías, por la entrada de los otros reos, por el movimiento rápido, la cámara, el cable, los demás periodistas, el bolso con las baterías y";"no"
"Escudos, Jacinta: «Sería así». Crónicas para sentimentales. Guatemala: FyG Editores, 2010.";"Escudos, Jacinta";"Crónicas para sentimentales";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"El Salvador";"México y Centroamérica";"Ficción";;"Por fortuna, sus costumbres de viajero lo hacían no acumular demasiadas cosas ni acostumbrarse a nada, no tenía plantas ni animales ni posesiones demasiado valiosas, los libros y los discos iba repartiéndolos por ahí, eso era lo que más extrañaba y lo que más le molestaba perder, pero cualquier precio era bueno con tal de estar a solas de nuevo, con tal de poder escuchar de nuevo sus pensamientos por la noche, con tal de tener espacio, mucho espacio y libertad, nada de censuras, nada de interrogatorios, nada de exigencias ni obligaciones familiares, simplemente estar él con";"no"
"Fuguet, Alberto: Aeropuertos. Santiago de Chile: Alfaguara, 2011.";"Fuguet, Alberto";"Aeropuertos";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Chile";"Chilena";"Ficción";"El texto fuente corresponde a la versión electrónica de 2011";"Hace años que Francisca entendió que la persona que más amaba era aquel que más dolor le iba a traer. A diferencia de una relación tóxica y demente con un tipo (sabía lo que era eso: lo había padecido un par de veces), esas relaciones al final terminaban o simplemente se evaporaban solas. Este lazo con Pablo -el único lazo que le";"no"
"Salinas Santelices, Oscar: «¿Qué nos envejeció?». Historias de mujeres feas y seis obras teatrales del fin del mundo. Temuco: Ediciones Universidad de La Frontera, 2010.";"Salinas Santelices, Oscar";"Historias de mujeres feas y seis obras teatrales del fin del mundo";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Teatro";"Chile";"Chilena";"Ficción";;"Viky: Entregué a quien más quería... a quien más quería.";"no"
"Vásquez Valladares, Enrique: «Jaque mate». Letralia. Cagua: letralia.com, 2010.";"Vásquez Valladares, Enrique";"Letralia";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"Perú";"Andina";"Ficción";;"que la llevaba directamente hasta el Fanning y que, los martes y los jueves, se quedaba a practicar el vóley junto a sus demás compañeras. Llegó, en apenas un par de semanas, a conocer cada uno de sus movimientos. Amigas, cines a los que asistía los sábados, tiendas que visitaba. Y conforme más sabía de ella, más planes hacía para conquistarla. Por lo menos, eso fue lo que me contó la tarde aquella en que jugamos una de las últimas partidas de ajedrez.";"no"
"Sánchez, Clara: Lo que esconde tu nombre. Barcelona: Destino, 2010.";"Sánchez, Clara";"Lo que esconde tu nombre";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Abrí la tapa metálica de la papelera sanitaria o como narices se llame y para mi sorpresa vi que Frida no la había desocupado. Parecía que los papeles arrugados, dos rulos de cartón de rollos gastados de papel higiénico, un bote de champú vacío y varias cosas más estaban más o menos como yo las había dejado. Parecía que la visión que ahora tenía de aquel contenido se acoplaba a la última que había tenido por la mañana, pero no podía estar segura, no estaba segura de que Frida no estuviera jugando conmigo, porque conociéndola no era lógico este descuido. Frida";"no"
"Argenta, Fernando: Pequeña historia de la música. Madrid: Espasa, 2010.";"Argenta, Fernando";"Pequeña historia de la música";2010;"Primera edición";"No ficción";"Escrito";"Libro";"Artes, cultura y espectáculos";"España";;;;"En las cortes de los nobles las fiestas y juergas podían ir acompañadas por aspectos relativamente cultos. Cada poderoso tenía a su servicio cierto número de ""ministriles"" (músicos) que acompañaban los cánticos de su señor. Cuanto más poderoso era el señor, más cantaba y más ministriles debía tener para poder presumir ante sus cortesanos y sacar pecho con los demás. Los ministriles tenían que ser diestros en tocar el arpa, la viola y otros instrumentos, y un señor que tuviera un solo ministril para acompañarle era considerado como un don nadie, un pringado.";"no"
"Castro, Mercedes: Mantis. Madrid: Alfaguara, 2010.";"Castro, Mercedes";"Mantis";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"pasado por más de un oficio y al final, como decía el anuncio, volvió a su mansión por Navidad para tomar las riendas de una profesión que le venía de casta. Seguro que están habituados a ver su preciosa cara en su exitoso espacio televisivo. Sus libros de cocina figuran en la cima de los más vendidos y aparece más de lo que le gustaría en las revistas del corazón debido a la afición que los elegantes de este país han tomado a su restaurante, un lugar, se lo aseguro, absolutamente excepcional. Tienen ante ustedes a la chef visionaria que ha sabido hacer de las croquetas un arte hasta encumbrarlas como";"no"
"Castro, Mercedes: Mantis. Madrid: Alfaguara, 2010.";"Castro, Mercedes";"Mantis";2010;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"tonteando con ese memo de cocinero, enseñándole las piernas y riéndote al ver cómo babeaba? ¡No sé ni para qué me preocupo por ti! -y su mano cargada de anillos de plata, remedo de un disfraz mal copiado de rockero rebelde, traza una parábola siniestra destinada a golpearle donde más duele, donde más puede hacerle daño debido a su trabajo, en la mismísima cara.";"no"
